"","SITE","NDSI_select","BIO_select","ANT_select","ACI_select","ADI_select","AEI_select","BI_select","MEAN_NDVI","MEAN_NDBI","Buffer"
"48","Lincoln Woods",0.182334592623249,1.11293548450602,0.677059157662768,7861.37130725619,0.898212375,0.746256319444444,8.59215753786887,0.656013042,-0.232344869,3000
"49","Pierpoint Meadow",0.785220984185793,1.87074002187112,0.255437597538495,7779.38285749816,0.766812808988764,0.785470191011236,7.57085542624132,0.736195326,-0.34329482,500
"50","Pierpoint Meadow",0.785220984185793,1.87074002187112,0.255437597538495,7779.38285749816,0.766812808988764,0.785470191011236,7.57085542624132,0.737843018,-0.342168826,1000
"51","Pierpoint Meadow",0.785220984185793,1.87074002187112,0.255437597538495,7779.38285749816,0.766812808988764,0.785470191011236,7.57085542624132,0.778636218,-0.343831692,1500
"52","Pierpoint Meadow",0.785220984185793,1.87074002187112,0.255437597538495,7779.38285749816,0.766812808988764,0.785470191011236,7.57085542624132,0.793052427,-0.339604771,2000
"53","Pierpoint Meadow",0.785220984185793,1.87074002187112,0.255437597538495,7779.38285749816,0.766812808988764,0.785470191011236,7.57085542624132,0.776263651,-0.327510448,2500
"54","Pierpoint Meadow",0.785220984185793,1.87074002187112,0.255437597538495,7779.38285749816,0.766812808988764,0.785470191011236,7.57085542624132,0.768083092,-0.323055009,3000
"55","Rutland Brook",0.789603079948318,2.03296088152041,0.245852722559807,7694.78432667129,0.508490833333333,0.835121688888889,5.40498450017118,0.83651489,-0.359617194,500
"56","Rutland Brook",0.789603079948318,2.03296088152041,0.245852722559807,7694.78432667129,0.508490833333333,0.835121688888889,5.40498450017118,0.831313908,-0.350672088,1000
"57","Rutland Brook",0.789603079948318,2.03296088152041,0.245852722559807,7694.78432667129,0.508490833333333,0.835121688888889,5.40498450017118,0.834877875,-0.346249235,1500
"58","Rutland Brook",0.789603079948318,2.03296088152041,0.245852722559807,7694.78432667129,0.508490833333333,0.835121688888889,5.40498450017118,0.829420568,-0.347383267,2000
"59","Rutland Brook",0.789603079948318,2.03296088152041,0.245852722559807,7694.78432667129,0.508490833333333,0.835121688888889,5.40498450017118,0.82590544,-0.34420062,2500
"60","Rutland Brook",0.789603079948318,2.03296088152041,0.245852722559807,7694.78432667129,0.508490833333333,0.835121688888889,5.40498450017118,0.82208021,-0.339362429,3000
"61","Wachusett Meadow",0.782866316033687,1.91686123366973,0.248051465995917,7766.96930197516,1.34303164197531,0.670395172839506,10.1709882016085,0.814877723,-0.316298472,500
"62","Wachusett Meadow",0.782866316033687,1.91686123366973,0.248051465995917,7766.96930197516,1.34303164197531,0.670395172839506,10.1709882016085,0.810233669,-0.303289312,1000
"63","Wachusett Meadow",0.782866316033687,1.91686123366973,0.248051465995917,7766.96930197516,1.34303164197531,0.670395172839506,10.1709882016085,0.805231385,-0.305229647,1500
"64","Wachusett Meadow",0.782866316033687,1.91686123366973,0.248051465995917,7766.96930197516,1.34303164197531,0.670395172839506,10.1709882016085,0.799676488,-0.306569292,2000
"65","Wachusett Meadow",0.782866316033687,1.91686123366973,0.248051465995917,7766.96930197516,1.34303164197531,0.670395172839506,10.1709882016085,0.801112907,-0.306465763,2500
"66","Wachusett Meadow",0.782866316033687,1.91686123366973,0.248051465995917,7766.96930197516,1.34303164197531,0.670395172839506,10.1709882016085,0.795660938,-0.305589365,3000
